index,contract_no,division,product_name,customer,sales_rep,price
5842,CNT-81076286,SouthWest,Surge Stone,"Brooks, Nelson and Smith",Rijo,29.02
5843,CNT-85730717,Central,Mason Sand,"Banks, Reed and Bennett",Niket,30.69
5844,CNT-96925564,SouthWest,Rip Rap,Dixon Group,Vashon,35.03
5845,CNT-42282491,East,Railroad Ballast,Thomas-Carroll,Vashon,36.99
5846,CNT-32609305,Central,#57 Stone,Bishop-Sparks,Shiva,35.07
5847,CNT-64610301,SouthWest,Rip Rap,"Roach, Collins and Rose",Niket,14.52
5848,CNT-63943419,West,#67 Stone,"Randolph, Rodriguez and Bradshaw",Parker,48.08
5849,CNT-72882381,Central,#67 Stone,"Weiss, Hutchinson and Gonzalez",Madhu,28.0
5850,CNT-39528722,Central,Railroad Ballast,Bowman Ltd,Heath,20.85
5851,CNT-86421310,Central,Mason Sand,"Jacobs, Torres and Young",Daniel,32.89
5852,CNT-03672651,Central,Concrete Sand,"Steele, Knight and Romero",Niket,16.78
5853,CNT-09131769,West,Pea Gravel,"Owens, Camacho and Hernandez",Rijo,16.68
5854,CNT-95840714,NorthEast,Concrete Sand,Collins-Lewis,Abi,26.68
5855,CNT-39613149,West,Mason Sand,Duffy Group,Shiva,35.99
5856,CNT-07804745,NorthEast,#67 Stone,Jennings Group,Rijo,36.07
5857,CNT-86766569,West,Railroad Ballast,"Dixon, Williams and Barton",Connor,19.71
5858,CNT-52401075,NorthEast,Railroad Ballast,"Fernandez, Short and Gilbert",Daniel,26.84
5859,CNT-68553703,NorthEast,Concrete Sand,Saunders PLC,Arthur,45.15
5860,CNT-06026947,Central,Surge Stone,"Kent, Cooper and Campbell",Connor,41.35
5861,CNT-73200328,East,#4 Stone,Ramirez-Barrett,Shiva,20.89
5862,CNT-76855283,SouthWest,Mason Sand,King-Romero,Parker,27.54
5863,CNT-35167059,Central,Rip Rap,"Benjamin, Kelly and Andrews",Connor,38.85
5864,CNT-35159239,NorthEast,Railroad Ballast,Guerrero-Smith,Connor,37.67
5865,CNT-98842519,SouthWest,Mason Sand,"Matthews, Obrien and Williams",Daniel,18.78
5866,CNT-37679718,NorthEast,#4 Stone,Dean LLC,Niket,31.65
5867,CNT-68809444,NorthEast,Screenings,Sloan-Mcconnell,Vashon,16.6
5868,CNT-72365724,Central,#67 Stone,"Bray, Bryant and Bean",Parker,31.68
5869,CNT-58095104,Central,Concrete Sand,Ortega Inc,Heath,27.6
5870,CNT-21490294,SouthWest,Surge Stone,Davis-Stephenson,Shiva,30.34
5871,CNT-05941712,West,Surge Stone,Roach-Stanley,Arthur,41.55
5872,CNT-40976436,Central,Rip Rap,Jones-Henderson,Madhu,17.89
5873,CNT-65607852,SouthWest,Concrete Sand,Hicks Group,Heath,24.46
5874,CNT-41859342,NorthEast,#4 Stone,Brown Inc,Rijo,43.22
5875,CNT-83487792,Central,ABC Stone,Smith Inc,Rijo,24.18
5876,CNT-94301781,West,Surge Stone,Baker and Sons,Arthur,38.82
5877,CNT-78218034,NorthEast,Rip Rap,Tran Group,Rijo,27.94
5878,CNT-32395904,East,#57 Stone,Jones-Saunders,Rijo,49.73
5879,CNT-15068856,Central,Mason Sand,Williamson LLC,Vashon,24.07
5880,CNT-93648958,West,Concrete Sand,"Simon, Sanchez and Lutz",Vashon,28.07
5881,CNT-23721483,NorthEast,Screenings,Sanchez Group,Steve,22.59
5882,CNT-39938108,SouthWest,Concrete Sand,Gibson-Reeves,Vashon,44.04
5883,CNT-97070918,West,ABC Stone,Campbell Inc,Steve,32.54
5884,CNT-09034433,Central,Pea Gravel,Ayala and Sons,Vashon,22.71
5885,CNT-32014047,East,Mason Sand,"Oconnor, Robbins and Mosley",Connor,13.5
5886,CNT-26598131,East,#57 Stone,"Thompson, Mckay and Walters",Connor,10.11
5887,CNT-13578209,SouthWest,Mason Sand,Warner Inc,Parker,40.11
5888,CNT-01859620,West,Screenings,Dawson-Moore,Madhu,12.0
5889,CNT-32961453,Central,#67 Stone,Ramos Ltd,Rijo,23.97
5890,CNT-47331174,West,Rip Rap,Pierce-Mitchell,Connor,20.64
5891,CNT-45456250,West,#67 Stone,Yoder Inc,Abi,42.01
5892,CNT-50605877,East,Rip Rap,"Ford, Murray and Hansen",Heath,19.43
5893,CNT-65856198,West,Pea Gravel,Schmidt-Rogers,Daniel,29.74
5894,CNT-31591392,East,Concrete Sand,Johnson PLC,Daniel,33.66
5895,CNT-58528733,Central,Rip Rap,Fuller-Malone,Rijo,11.03
5896,CNT-81326400,NorthEast,#67 Stone,"Cardenas, Berry and Wood",Vashon,48.88
5897,CNT-78635651,NorthEast,#67 Stone,"Gutierrez, Willis and Wallace",Connor,21.71
5898,CNT-72011728,East,Railroad Ballast,"Williams, Jackson and Holder",Daniel,13.67
5899,CNT-70508880,Central,#67 Stone,Guerra-Martin,Madhu,23.83
5900,CNT-83150457,West,Screenings,"Vargas, Wagner and Carrillo",Heath,41.54
5901,CNT-10513867,SouthWest,Screenings,Kemp LLC,Vashon,20.27
5902,CNT-30187278,Central,ABC Stone,King LLC,Steve,20.07
5903,CNT-91111142,West,Mason Sand,Potter-Mullen,Parker,33.09
5904,CNT-60777628,East,Screenings,Hudson-Gomez,Madhu,30.37
5905,CNT-74151313,West,Rip Rap,"Maddox, Ross and Williams",Rijo,11.73
5906,CNT-83944218,West,Mason Sand,Warren-Chen,Daniel,19.11
5907,CNT-65578728,West,#4 Stone,Lee PLC,Vashon,11.33
5908,CNT-78634526,East,Railroad Ballast,Jordan-Dawson,Heath,25.9
5909,CNT-98949313,West,#57 Stone,"Torres, Shepherd and Joyce",Parker,41.88
5910,CNT-90596363,Central,#4 Stone,Elliott Group,Daniel,42.91
5911,CNT-52322303,East,ABC Stone,"Lee, Berry and Lynch",Niket,48.77
5912,CNT-81789049,NorthEast,Rip Rap,Smith-Alvarez,Steve,19.45
5913,CNT-33581738,Central,ABC Stone,"Reid, Kennedy and Werner",Parker,28.93
5914,CNT-07461024,NorthEast,Mason Sand,"White, Pearson and Anderson",Connor,21.9
5915,CNT-29841391,East,#67 Stone,Cox-Gallegos,Rijo,11.27
5916,CNT-77958964,NorthEast,Concrete Sand,Barber-Walker,Rijo,37.14
5917,CNT-77275173,SouthWest,Mason Sand,Sanford Group,Madhu,38.82
5918,CNT-99878692,Central,Concrete Sand,Bailey-Barrett,Daniel,37.62
5919,CNT-04064357,Central,Rip Rap,Rogers PLC,Vashon,48.16
5920,CNT-74125447,Central,#57 Stone,Phillips Inc,Niket,35.66
5921,CNT-42912226,West,Surge Stone,Rogers Ltd,Arthur,22.31
5922,CNT-64781750,East,#57 Stone,Turner-Hernandez,Vashon,10.12
5923,CNT-98960151,East,Pea Gravel,Olson Group,Connor,22.73
5924,CNT-90694672,SouthWest,Concrete Sand,Cooper PLC,Vashon,16.74
5925,CNT-89957239,Central,Mason Sand,"Watson, Ramirez and Stewart",Niket,27.74
5926,CNT-23919539,NorthEast,#4 Stone,Santiago and Sons,Arthur,23.95
5927,CNT-17487658,NorthEast,Mason Sand,Marshall-Graham,Parker,16.22
5928,CNT-69713806,West,Pea Gravel,Moss-Wagner,Parker,30.16
5929,CNT-57287940,East,Mason Sand,Guerra PLC,Heath,43.57
5930,CNT-37998310,East,Railroad Ballast,Brown Inc,Shiva,46.6
5931,CNT-26492614,Central,Surge Stone,Wilcox-Cummings,Steve,13.21
5932,CNT-68720126,East,ABC Stone,Larson Group,Rijo,33.9
5933,CNT-04083572,NorthEast,Mason Sand,Chandler-Gaines,Abi,37.24
5934,CNT-96997062,East,#4 Stone,Wilson-Mckinney,Steve,32.85
5935,CNT-73756555,Central,ABC Stone,"Scott, Montgomery and Miller",Niket,14.25
5936,CNT-33477919,Central,#4 Stone,"Baker, Lewis and Smith",Parker,10.44
5937,CNT-21583365,SouthWest,ABC Stone,"Whitney, Bautista and Smith",Heath,30.59
5938,CNT-70918134,Central,Surge Stone,"Martinez, Rodriguez and Macias",Abi,32.4
5939,CNT-87772905,SouthWest,#67 Stone,Patrick-Smith,Vashon,23.19
5940,CNT-00434472,NorthEast,Screenings,"Wood, Nelson and Burke",Madhu,18.4
5941,CNT-06375137,NorthEast,Surge Stone,"Tucker, Phillips and Wagner",Parker,41.94
5942,CNT-66213483,SouthWest,Mason Sand,"Jimenez, Lara and Baker",Daniel,48.92
5943,CNT-92362410,East,Railroad Ballast,Holmes-Hill,Abi,18.12
5944,CNT-06071752,West,Screenings,Young-Johnson,Rijo,13.99
5945,CNT-40002894,NorthEast,Rip Rap,Vaughan-Garza,Steve,41.11
5946,CNT-08412545,NorthEast,Pea Gravel,Patterson-Sawyer,Connor,28.22
5947,CNT-76652859,Central,Pea Gravel,"Welch, Clark and Jensen",Arthur,28.07
5948,CNT-73764183,NorthEast,Concrete Sand,Clements and Sons,Steve,35.17
5949,CNT-81029543,East,Concrete Sand,Everett LLC,Daniel,27.91
5950,CNT-83951543,NorthEast,#57 Stone,"Hall, Evans and Alexander",Rijo,15.41
5951,CNT-78775105,West,Surge Stone,Hall-Stone,Heath,29.49
5952,CNT-63968505,Central,Screenings,"Knight, Hayes and Hunter",Shiva,27.71
5953,CNT-88613538,SouthWest,Concrete Sand,Wilson-Stevens,Shiva,13.75
5954,CNT-48422586,NorthEast,#57 Stone,Mcbride and Sons,Heath,11.58
5955,CNT-89144078,West,#4 Stone,Mills-Brown,Heath,13.57
5956,CNT-68187779,Central,Mason Sand,Rios-Weaver,Heath,17.87
5957,CNT-31569831,SouthWest,#67 Stone,"Avila, Gonzalez and Walter",Rijo,11.48
5958,CNT-58318290,NorthEast,Rip Rap,Shah Ltd,Heath,29.96
5959,CNT-08631417,SouthWest,#4 Stone,Simpson LLC,Daniel,40.81
5960,CNT-19014808,East,Surge Stone,Mooney-Crawford,Daniel,46.03
5961,CNT-91129914,East,Concrete Sand,Norman Group,Shiva,14.99
5962,CNT-22770767,East,#57 Stone,"Martinez, Hale and Snyder",Vashon,18.13
5963,CNT-70534235,West,Rip Rap,Washington-Simon,Steve,44.89
5964,CNT-98028088,East,Mason Sand,Jones-Lucas,Vashon,30.42
5965,CNT-66397553,East,#57 Stone,"Bernard, Velasquez and Craig",Steve,46.29
5966,CNT-15100633,East,Screenings,"Erickson, Jackson and Snyder",Daniel,10.61
5967,CNT-39833539,East,#67 Stone,"Conley, Larson and Smith",Daniel,37.02
5968,CNT-67559755,Central,Concrete Sand,"Hicks, Winters and Jordan",Shiva,29.73
5969,CNT-08720113,NorthEast,#67 Stone,Hall-Roberson,Shiva,32.72
5970,CNT-71984947,NorthEast,Surge Stone,"Blackburn, Carpenter and Ramos",Madhu,28.83
5971,CNT-09583496,East,Concrete Sand,"Hunt, Nelson and Thomas",Parker,46.68
5972,CNT-06028786,West,Railroad Ballast,"Martin, Cunningham and Brock",Daniel,19.2
5973,CNT-27449147,West,Railroad Ballast,Drake-Combs,Abi,25.2
5974,CNT-18711713,East,#67 Stone,Snow-Rich,Abi,38.88
5975,CNT-28764406,East,Concrete Sand,Johnson-Gray,Arthur,17.0
5976,CNT-27165513,SouthWest,Mason Sand,Caldwell LLC,Madhu,34.31
5977,CNT-80134125,West,Screenings,"Monroe, Brown and Morton",Niket,23.83
5978,CNT-86564413,West,#67 Stone,"Davis, Mcfarland and Savage",Shiva,46.6
5979,CNT-45302267,NorthEast,ABC Stone,Richardson-Weaver,Rijo,20.76
5980,CNT-11158890,SouthWest,Railroad Ballast,"Brooks, Lopez and Jones",Arthur,44.03
5981,CNT-77268905,East,Rip Rap,Dalton-Newman,Abi,27.56
5982,CNT-63002590,East,Pea Gravel,"Zimmerman, Christian and Anderson",Rijo,40.09
5983,CNT-08764027,NorthEast,Surge Stone,Alexander and Sons,Niket,43.84
5984,CNT-67005417,East,#67 Stone,Casey and Sons,Shiva,32.97
5985,CNT-84252881,East,Concrete Sand,"Thompson, Hensley and Farley",Heath,34.88
5986,CNT-47696912,NorthEast,ABC Stone,Jimenez Ltd,Steve,45.4
5987,CNT-28640948,East,Screenings,Hunter Group,Arthur,12.95
5988,CNT-92068952,Central,Mason Sand,Dunn-Patel,Rijo,17.4
5989,CNT-48024411,West,Railroad Ballast,"Aguilar, Daniels and Bates",Steve,43.97
5990,CNT-81656777,SouthWest,#67 Stone,Bradley and Sons,Steve,35.32
5991,CNT-84787012,SouthWest,#67 Stone,Smith PLC,Heath,47.77
5992,CNT-84830949,NorthEast,Surge Stone,Wilkerson-Smith,Connor,15.36
5993,CNT-69387068,East,Railroad Ballast,Stewart Inc,Arthur,24.0
5994,CNT-11712029,East,ABC Stone,"Bradford, Miller and Nguyen",Madhu,46.45
5995,CNT-07938962,NorthEast,Rip Rap,"Perez, Spencer and Robles",Niket,26.24
5996,CNT-86480007,Central,Mason Sand,Brock LLC,Steve,35.63
5997,CNT-38716416,SouthWest,Surge Stone,"Lopez, Harris and King",Madhu,39.07
5998,CNT-45468958,East,#4 Stone,Davis Inc,Heath,29.93
5999,CNT-67787724,SouthWest,Railroad Ballast,Montgomery Ltd,Connor,10.04
6000,CNT-16699330,SouthWest,#4 Stone,Hicks-Weber,Daniel,30.32
6001,CNT-73788902,East,Mason Sand,"Cardenas, Hill and Cooper",Madhu,46.41
6002,CNT-17902418,West,Screenings,"Sampson, Taylor and Warner",Abi,18.81
6003,CNT-43677722,West,Pea Gravel,Wright Inc,Steve,15.91
6004,CNT-86580661,West,Concrete Sand,Edwards Group,Connor,33.77
6005,CNT-48676196,Central,Screenings,Smith Inc,Daniel,33.85
6006,CNT-70646717,NorthEast,Pea Gravel,Potter-Watson,Connor,49.56
6007,CNT-82855725,SouthWest,#57 Stone,"Gray, Abbott and Phillips",Rijo,13.88
6008,CNT-40297762,East,ABC Stone,Holland-Robinson,Madhu,48.19
6009,CNT-75329221,Central,Rip Rap,Smith-Fox,Madhu,14.72
6010,CNT-83541272,SouthWest,ABC Stone,Petty-King,Madhu,37.32
6011,CNT-82569250,SouthWest,#67 Stone,"Powell, Hall and Robinson",Parker,25.3
6012,CNT-68883244,East,Concrete Sand,Estes-Cohen,Steve,29.24
6013,CNT-50054580,NorthEast,Concrete Sand,"Doyle, Bean and Nelson",Rijo,30.88
6014,CNT-15762566,SouthWest,#67 Stone,Rose Group,Daniel,40.2
6015,CNT-44141001,SouthWest,Pea Gravel,"Rivera, Hahn and Morales",Parker,42.18
6016,CNT-96031667,East,#67 Stone,Robles-Solis,Abi,13.04
6017,CNT-79149605,NorthEast,Railroad Ballast,Rogers PLC,Steve,40.96
6018,CNT-63046387,East,Screenings,Garcia Ltd,Niket,30.36
6019,CNT-14892000,Central,#67 Stone,"Castillo, Owens and Moore",Niket,14.25
6020,CNT-74928313,East,Concrete Sand,"Wright, Pearson and Nguyen",Heath,40.43
6021,CNT-23049493,East,#67 Stone,Molina-Smith,Shiva,17.88
6022,CNT-54818149,East,Screenings,Johnson Ltd,Steve,18.94
6023,CNT-10525942,NorthEast,#67 Stone,Lynch Inc,Shiva,40.58
6024,CNT-47505298,Central,Pea Gravel,King PLC,Heath,23.92
6025,CNT-35540648,Central,Pea Gravel,"Gray, Adams and Mason",Connor,39.74
6026,CNT-28126043,SouthWest,Surge Stone,"Dixon, Warren and Pierce",Vashon,11.47
6027,CNT-97778152,West,Pea Gravel,"Miller, Graham and Morton",Madhu,12.81
6028,CNT-80198688,NorthEast,Concrete Sand,Ho Group,Abi,16.27
6029,CNT-66756606,SouthWest,#67 Stone,"Holt, Boone and Coleman",Arthur,45.1
6030,CNT-16491846,NorthEast,Railroad Ballast,Garcia Group,Abi,41.92
6031,CNT-17036901,NorthEast,#57 Stone,"Austin, Hawkins and Rosario",Connor,18.11
6032,CNT-96263996,West,Surge Stone,"Pena, Weiss and Elliott",Madhu,42.27
6033,CNT-66733199,East,#4 Stone,Abbott Ltd,Madhu,48.01
6034,CNT-77662364,SouthWest,Rip Rap,Davis PLC,Parker,37.83
6035,CNT-07533486,West,Concrete Sand,"Murphy, Pratt and Lang",Vashon,20.61
6036,CNT-50498420,NorthEast,Concrete Sand,"Sullivan, Lee and Ryan",Parker,30.49
6037,CNT-14797526,Central,Rip Rap,Rivera-Baker,Abi,41.42
6038,CNT-85597288,NorthEast,#57 Stone,"Greer, Marshall and Dean",Daniel,13.72
6039,CNT-94630195,NorthEast,#57 Stone,"Jones, Reynolds and Schmidt",Vashon,45.09
6040,CNT-41417833,East,#57 Stone,"Gay, Figueroa and Williams",Niket,21.05
6041,CNT-47287770,Central,#4 Stone,"Crawford, Moss and Ruiz",Shiva,46.1
6042,CNT-75965573,West,#4 Stone,Marquez-Vasquez,Steve,20.15
6043,CNT-54923714,SouthWest,#4 Stone,"Gibson, Simon and Mclaughlin",Shiva,41.66
6044,CNT-89317122,East,#4 Stone,Hansen-Miller,Shiva,16.36
6045,CNT-43929878,East,Concrete Sand,Roberson Inc,Vashon,34.34
6046,CNT-03860144,Central,ABC Stone,Hall and Sons,Steve,37.8
6047,CNT-04128456,SouthWest,Pea Gravel,"Grant, Jacobson and Galloway",Niket,47.68
6048,CNT-83802602,West,Concrete Sand,"Adams, Wright and Caldwell",Arthur,37.59
6049,CNT-12199148,NorthEast,Surge Stone,Barnes Inc,Shiva,22.22
6050,CNT-71853160,NorthEast,#4 Stone,"Atkins, Lutz and Wood",Daniel,14.1
6051,CNT-37742747,Central,#57 Stone,Woodard-Allen,Daniel,26.73
6052,CNT-33713468,NorthEast,Rip Rap,Blevins LLC,Abi,13.91
6053,CNT-11352926,East,Rip Rap,Jones-Padilla,Vashon,30.2
6054,CNT-41757005,Central,Concrete Sand,Saunders PLC,Vashon,35.8
6055,CNT-09291236,SouthWest,ABC Stone,Wong PLC,Rijo,20.45
6056,CNT-32312444,SouthWest,#4 Stone,"Wells, Wheeler and Burgess",Abi,11.45
6057,CNT-38813595,West,Concrete Sand,"Simmons, Peterson and Erickson",Niket,17.96
6058,CNT-26167409,SouthWest,#57 Stone,Calderon-Robinson,Daniel,47.49
6059,CNT-18167862,West,Mason Sand,Rivera-Rodriguez,Connor,34.22
6060,CNT-43030008,Central,#67 Stone,Johnson PLC,Heath,47.68
6061,CNT-97946916,East,#57 Stone,Sampson-Mcmahon,Connor,14.33
6062,CNT-59440490,SouthWest,#57 Stone,"Walker, Davis and Davis",Steve,38.47
6063,CNT-69753992,Central,Rip Rap,Mathis Inc,Connor,11.19
6064,CNT-53140175,SouthWest,Mason Sand,Rice PLC,Parker,24.48
6065,CNT-83989981,East,ABC Stone,Hart-Jones,Connor,15.27
6066,CNT-19339520,East,Concrete Sand,"Romero, Williams and Harris",Rijo,20.18
6067,CNT-32648092,East,Screenings,"Hicks, Robles and Hall",Madhu,48.89
6068,CNT-03532869,NorthEast,#67 Stone,Santiago LLC,Connor,31.8
6069,CNT-54700509,West,Surge Stone,"Fowler, Russell and Richardson",Madhu,19.33
6070,CNT-16860353,NorthEast,Railroad Ballast,Hughes Group,Rijo,16.92
6071,CNT-47907624,West,Surge Stone,"Cooke, Cummings and Gomez",Abi,18.7
6072,CNT-38328793,West,#4 Stone,Brewer and Sons,Shiva,26.02
6073,CNT-94911207,East,Concrete Sand,"Gonzalez, Anderson and Schroeder",Rijo,18.94
6074,CNT-98034539,West,ABC Stone,"Buck, Torres and Roach",Abi,37.51
6075,CNT-41492506,Central,Surge Stone,"Smith, Young and Weber",Shiva,32.18
6076,CNT-51094891,West,Railroad Ballast,Nguyen and Sons,Madhu,43.4
6077,CNT-06206167,East,#57 Stone,Weaver LLC,Daniel,19.18
6078,CNT-93141941,SouthWest,ABC Stone,"Crane, Moreno and Rivera",Rijo,17.81
6079,CNT-45869769,East,Surge Stone,"Jackson, Warren and Gonzales",Shiva,23.55
6080,CNT-32972444,West,Surge Stone,Hudson-Mitchell,Niket,48.66
6081,CNT-91933040,NorthEast,Mason Sand,Flowers-Delgado,Daniel,23.61
6082,CNT-79457153,SouthWest,Railroad Ballast,Bryant and Sons,Vashon,31.68
6083,CNT-64939537,NorthEast,Railroad Ballast,Ballard-Welch,Parker,18.72
6084,CNT-43129029,NorthEast,Surge Stone,"Allen, Higgins and Thomas",Vashon,39.56
6085,CNT-00109083,East,Rip Rap,Moore LLC,Niket,30.86
6086,CNT-18253400,NorthEast,#4 Stone,"Harris, Wright and Watkins",Vashon,33.05
6087,CNT-11501871,West,#57 Stone,"Campbell, Campbell and Adams",Steve,17.88
6088,CNT-82338780,West,#57 Stone,"Lee, Alvarez and Parker",Steve,42.16
6089,CNT-48036249,NorthEast,Mason Sand,"Mercado, Carlson and Moore",Steve,37.2
6090,CNT-23646818,Central,#57 Stone,"Rodriguez, Cunningham and Hopkins",Niket,30.12
6091,CNT-59993695,SouthWest,Screenings,Lee-Mcguire,Rijo,23.55
6092,CNT-53387780,SouthWest,#57 Stone,Gray and Sons,Abi,36.29
6093,CNT-56781100,NorthEast,#4 Stone,Moore-Jones,Madhu,42.93
6094,CNT-94604341,West,#67 Stone,Cole PLC,Niket,17.58
6095,CNT-22320195,NorthEast,Mason Sand,"Armstrong, Jones and Alvarez",Daniel,33.5
6096,CNT-01942634,East,#4 Stone,"Yoder, Shaw and Williams",Madhu,41.56
6097,CNT-35409685,NorthEast,#57 Stone,Petersen-Larson,Rijo,23.74
6098,CNT-97275404,SouthWest,Screenings,"Smith, Cohen and Bell",Madhu,30.18
6099,CNT-05166168,Central,Rip Rap,Duke LLC,Arthur,24.57
6100,CNT-06272264,Central,Screenings,Frye-Lawrence,Heath,47.42
6101,CNT-98738055,East,#4 Stone,"Smith, Alexander and Rosario",Madhu,34.39
6102,CNT-11399624,NorthEast,Pea Gravel,Melendez LLC,Parker,48.38
6103,CNT-46978525,West,#57 Stone,Coleman Group,Parker,40.42
6104,CNT-95979297,SouthWest,Concrete Sand,Miller and Sons,Madhu,35.3
6105,CNT-93860934,East,Pea Gravel,Brown Ltd,Arthur,22.33
6106,CNT-80751570,East,#67 Stone,"Riley, Lynch and Young",Vashon,23.86
6107,CNT-11677482,NorthEast,#57 Stone,Miller Inc,Arthur,48.61
6108,CNT-68355011,Central,#4 Stone,Williams-Kirby,Madhu,49.29
6109,CNT-52233328,East,Concrete Sand,"Bauer, Nelson and Fuller",Rijo,42.14
6110,CNT-87068179,NorthEast,Pea Gravel,Lucas and Sons,Parker,18.53
6111,CNT-00848178,SouthWest,ABC Stone,Hernandez-Tucker,Arthur,39.04
6112,CNT-39170488,NorthEast,ABC Stone,Roberts and Sons,Steve,35.7
6113,CNT-47935069,West,Railroad Ballast,Vargas-Morrow,Vashon,31.53
6114,CNT-57399882,NorthEast,Railroad Ballast,Key-Schmidt,Connor,31.07
6115,CNT-20841101,West,Screenings,"Blake, Clark and Wright",Shiva,22.0
6116,CNT-15390624,West,ABC Stone,Evans-Anderson,Rijo,11.77
6117,CNT-87858893,NorthEast,Concrete Sand,Le-Adams,Connor,28.05
6118,CNT-42824285,Central,#67 Stone,Baker and Sons,Vashon,17.19
6119,CNT-46846055,West,ABC Stone,Dyer LLC,Heath,20.09
6120,CNT-02853027,SouthWest,#4 Stone,"Hill, Dougherty and Wells",Daniel,47.27
6121,CNT-76789299,SouthWest,Surge Stone,Leon-Ramirez,Rijo,29.0
6122,CNT-82892489,SouthWest,#4 Stone,"Terry, Anderson and Weaver",Abi,24.35
6123,CNT-24977365,Central,ABC Stone,Arnold Group,Vashon,48.72
6124,CNT-17539556,Central,#4 Stone,Dunn and Sons,Daniel,40.92
6125,CNT-14012165,West,ABC Stone,Rhodes PLC,Parker,42.93
6126,CNT-67827144,West,Concrete Sand,Day Group,Rijo,48.92
6127,CNT-00018087,SouthWest,Screenings,Schroeder PLC,Abi,47.66
6128,CNT-33387992,NorthEast,#4 Stone,"Adams, King and Johnson",Heath,42.21
6129,CNT-46195002,Central,#4 Stone,Osborne-Williams,Niket,36.3
6130,CNT-26889140,West,Surge Stone,Pacheco Group,Daniel,25.44
6131,CNT-26365811,West,#67 Stone,Howell-Long,Arthur,27.88
6132,CNT-91900869,East,Screenings,Lopez-Fisher,Heath,16.82
6133,CNT-77240780,SouthWest,Screenings,Hayes-Olson,Parker,26.2
6134,CNT-75988971,West,Screenings,"Santos, Brown and Anderson",Daniel,19.33
6135,CNT-71306134,Central,#67 Stone,Carter Ltd,Madhu,29.51
6136,CNT-90529442,NorthEast,#57 Stone,Turner Ltd,Niket,21.96
6137,CNT-47314082,SouthWest,Railroad Ballast,Knight-Martin,Abi,26.32
6138,CNT-54843438,East,Concrete Sand,Price-Cole,Parker,22.17
6139,CNT-77936039,West,Screenings,Brooks and Sons,Madhu,38.57
6140,CNT-55689181,Central,ABC Stone,Hall-Garcia,Parker,29.48
6141,CNT-78166604,East,ABC Stone,Hamilton-Thompson,Vashon,23.44
6142,CNT-11546959,West,Rip Rap,Willis Group,Shiva,49.48
6143,CNT-10513451,East,Rip Rap,"Browning, Simon and Gonzales",Madhu,28.85
6144,CNT-75106501,West,Concrete Sand,"Rice, Brown and Johnson",Daniel,20.09
6145,CNT-00393255,Central,Surge Stone,Morales LLC,Heath,18.44
6146,CNT-28091002,East,Railroad Ballast,"Collins, Bailey and Price",Daniel,38.41
6147,CNT-41996505,East,Railroad Ballast,Hart LLC,Madhu,30.52
6148,CNT-35306413,NorthEast,ABC Stone,Cervantes Ltd,Vashon,41.54
6149,CNT-68815785,Central,#4 Stone,Cooper-Mitchell,Heath,16.39
6150,CNT-77265471,East,Railroad Ballast,Donovan-Leach,Rijo,39.83
6151,CNT-24529743,NorthEast,#57 Stone,Robbins Ltd,Niket,32.04
6152,CNT-07295362,Central,ABC Stone,Christensen-Wood,Niket,14.6
6153,CNT-04177045,Central,Concrete Sand,"Sullivan, Cook and Smith",Vashon,35.89
6154,CNT-99786882,SouthWest,Railroad Ballast,Russell-Johnson,Shiva,27.08
6155,CNT-31993862,West,Rip Rap,Clark PLC,Steve,43.96
6156,CNT-99653946,West,Concrete Sand,Hoover PLC,Connor,39.05
6157,CNT-80486784,West,Surge Stone,"Robinson, Kidd and Campbell",Abi,19.36
6158,CNT-71300191,SouthWest,Concrete Sand,"Horton, Bailey and Martinez",Daniel,44.27
6159,CNT-77388763,NorthEast,ABC Stone,"Perry, Pierce and Silva",Daniel,41.52
6160,CNT-25204846,SouthWest,#57 Stone,"Crawford, Walton and Reyes",Niket,26.48
6161,CNT-71180068,Central,ABC Stone,Hughes Group,Steve,37.73
6162,CNT-57048149,Central,ABC Stone,Hernandez-Gonzales,Arthur,35.14
6163,CNT-49615535,East,ABC Stone,Keller-Pruitt,Abi,24.94
6164,CNT-32151287,West,#4 Stone,Moore-Gibbs,Daniel,15.5
6165,CNT-82963239,NorthEast,#67 Stone,Matthews PLC,Niket,21.64
6166,CNT-17597679,NorthEast,Rip Rap,"Lopez, Long and Russo",Arthur,14.63
6167,CNT-72298221,NorthEast,Surge Stone,Wong-Stevenson,Shiva,24.37
6168,CNT-53699806,West,ABC Stone,"Peck, Henderson and Patel",Shiva,35.2
6169,CNT-41432084,SouthWest,Mason Sand,"Monroe, Patterson and Thompson",Niket,25.09
6170,CNT-88212843,Central,Railroad Ballast,Allison Inc,Connor,13.54
6171,CNT-26289567,Central,#57 Stone,Davis-Allen,Abi,10.19
6172,CNT-18315348,West,#57 Stone,Sharp Ltd,Parker,38.55
6173,CNT-37934143,West,Surge Stone,Gamble Inc,Rijo,36.99
6174,CNT-06560201,West,Surge Stone,"Baird, Hendricks and Duncan",Abi,26.44
6175,CNT-23041885,NorthEast,Screenings,Ortiz PLC,Shiva,24.16
6176,CNT-17398463,Central,#67 Stone,Ingram-Allen,Daniel,48.23
6177,CNT-46645238,West,ABC Stone,Roberson Group,Rijo,46.85
6178,CNT-01029875,SouthWest,#57 Stone,Young-Franco,Vashon,22.69
6179,CNT-07567655,Central,Railroad Ballast,Daniels Group,Steve,49.64
